Column1,Column2,Column3,Column32,Column33,Column4,Column5
025560-99999 ,HAGSHULT                        ,57.292,14.137,169.5,01/07/1977,01/02/2023
025570-99999 ,HORN                            ,57.883,15.867,91,01/07/2001,01/02/2023
025580-99999 ,KOLMARDEN-STROMSFORS            ,58.683,16.317,155,01/07/2001,01/02/2023
025620-99999 ,MALMEN                          ,58.402,15.526,93.9,01/07/1977,01/02/2023
025625-99999 ,SAAB                            ,58.406,15.681,52.4,12/10/1995,01/02/2023
025630-99999 ,HARSTENA                        ,58.25,17.017,18,01/07/2001,01/02/2023
025635-99999 ,ANGELHOLM                       ,56.283,12.833,47,10/08/2004,01/02/2023
025650-99999 ,HULTSFRED                       ,57.526,15.823,111.6,06/08/1979,01/02/2023
025660-99999 ,MALILLA                         ,57.4,15.817,98,01/01/1973,31/12/1997
025700-99999 ,NORRKOPING/BRAVALLA             ,58.617,16.117,33,01/07/1977,29/01/2015
025710-99999 ,KUNGSANGEN                      ,58.586,16.251,9.8,01/07/1977,01/02/2023
025740-99999 ,NORRKOPING                      ,58.583,16.15,41.6,01/09/1997,01/02/2023
025760-99999 ,GLADHAMMAR                      ,57.717,16.467,35,01/07/1977,02/11/2002
025820-99999 ,LANDSORT (LGT-H)                ,58.75,17.867,32,01/01/1935,25/10/2006
025840-99999 ,GOTSKA SANDON                   ,58.4,19.2,12,01/01/1935,31/12/1997
025870-99999 ,FAROSUND-AR                     ,57.917,18.95,13,01/07/2001,01/02/2023
025880-99999 ,FARO ISLAND                     ,57.9,19.167,8,01/07/1977,13/05/2002
025900-99999 ,VISBY                           ,57.663,18.346,50,01/01/1931,01/02/2023
025920-99999 ,OLANDS NORRA UDDE               ,57.367,17.1,4,01/01/1935,16/05/2002
025980-99999 ,OSTERGARNSHOLM                  ,57.433,18.983,5,01/07/2001,01/02/2023
026040-99999 ,HALMSTAD                        ,56.691,12.82,30.8,01/07/1977,01/02/2023
026050-99999 ,HALLANDS VADERO                 ,56.45,12.55,10,01/08/1996,01/02/2023
026060-99999 ,KULLEN (LGT-H)                  ,56.3,12.45,72,01/07/1977,20/09/1997
026070-99999 ,ANGELHOLM/BARKAKRA              ,56.283,12.083,18,01/07/1977,31/12/1997
026110-99999 ,HELSINGBORG                     ,56.033,12.767,44,18/06/1984,01/02/2023
026160-99999 ,FALSTERBO                       ,55.383,12.817,5,01/07/1977,01/06/2021
026220-99999 ,LJUNGBY                         ,56.85,13.883,148,01/07/1977,01/02/2023
026230-99999 ,HORBY                           ,55.867,13.667,114,27/08/2001,01/02/2023
026250-99999 ,SKILLINGE                       ,55.483,14.317,5,01/08/1996,01/02/2023
026260-99999 ,OSBY                            ,56.367,13.95,85,01/07/1977,26/03/2020
026280-99999 ,HANO                            ,56.017,14.85,60,01/08/1996,01/02/2023
026300-99999 ,LJUNGBYHED(SWE-AFB)             ,56.083,13.233,52,01/07/1977,19/12/1997
026320-99999 ,UTKLIPPAN                       ,55.95,15.7,3,01/07/2001,01/02/2023
026350-99999 ,MALMO                           ,55.567,13.067,21,13/04/1935,01/02/2023
026360-99999 ,STURUP                          ,55.53,13.372,71.9,30/06/1977,01/02/2023
026400-99999 ,VAXJO/URASA(SAFB)               ,56.867,14.8,166,01/01/1935,15/11/2004
026410-99999 ,KRONOBERG                       ,56.929,14.728,185.9,02/08/1979,01/02/2023
026440-99999 ,OLANDS SODRA UDDE               ,56.2,16.4,3,01/08/1996,01/02/2023
026480-99999 ,VAXJO                           ,56.85,14.833,200,01/06/2001,01/02/2023
026500-99999 ,HANO ISLAND (LGT-H)             ,56.017,14.85,55,01/07/1977,14/08/2005
026510-99999 ,KRISTIANSTAD                    ,55.922,14.086,23.2,02/08/1979,01/02/2023
026610-99999 ,KOSTA (ORREFORS)                ,56.833,15.467,232,16/09/2001,01/02/2023
026640-99999 ,RONNEBY                         ,56.267,15.265,58.2,01/07/1977,01/02/2023
026660-99999 ,UNGSKAR                         ,56.033,15.8,3,01/07/1977,14/08/1997
026720-99999 ,KALMAR                          ,56.686,16.288,5.2,01/01/1935,01/02/2023
026800-99999 ,HOBURG                          ,56.917,18.15,39,25/10/1935,31/12/1997
027200-99999 ,KITTILA                         ,67.701,24.847,196.3,01/01/2005,01/02/2023
027210-99999 ,KOKKOLA TANKAR                  ,63.95,22.85,6.3,16/01/2008,01/02/2023
027410-99999 ,JOMALA JOMLABY                  ,60.183,19.983,11,16/01/2008,01/02/2023
027510-99999 ,PORI TAHKOLUOTO HARBOUR         ,61.633,21.383,4.6,16/01/2008,01/02/2023
027550-99999 ,YLIVIESKA AIRFIELD              ,64.05,24.717,76,30/03/2003,01/02/2023
027590-99999 ,PORVOO HARABACKA                ,60.4,25.6,23.5,16/01/2008,01/02/2023
027690-99999 ,KAUHAJOKI KUJA-KOKKO            ,62.417,22.183,93,16/01/2008,01/02/2023
027730-99999 ,TURKU ARTUKAINEN                ,60.45,22.183,9.1,15/01/2008,01/02/2023
027770-99999 ,SALO KIIKALA AIRFIELD           ,60.467,23.65,117,10/05/2004,01/02/2023
027890-99999 ,RAUTAVAARA YLA-LUOSTA           ,63.383,28.667,165.5,16/01/2008,01/02/2023
027900-99999 ,KUMLINGE KK                     ,60.25,20.75,22.5,30/03/2003,01/02/2023
028010-99999 ,ENONTEKIO KILPISJARVI           ,69.05,20.783,482.7,01/06/1979,01/02/2023
028050-99999 ,UTSJOKI KEVO                    ,69.75,27,106.3,01/01/1973,01/02/2023
028070-99999 ,IVALO                           ,68.607,27.405,146.6,01/01/1952,01/02/2023
028075-99999 ,ENONTEKIO                       ,68.363,23.424,306.3,19/04/1998,01/02/2023
028140-99999 ,KEMIJARVI AIRFIELD              ,66.717,27.167,208,16/01/2008,01/02/2023
028160-99999 ,SODANKYLA VUOTSO                ,68.083,27.183,248.8,16/01/2008,01/02/2023
028230-99999 ,MUONIO ALAMUONIO                ,67.967,23.683,252.6,01/01/1973,31/12/1997
028240-99999 ,KITTILA KENTTAROVA              ,67.983,24.25,349.5,16/01/2008,01/02/2023
028340-99999 ,VIEREMA KAARAKKALA              ,63.833,27.217,207.6,16/01/2008,01/02/2023
028360-99999 ,SODANKYLA                       ,67.395,26.619,183.5,01/01/1917,01/02/2023
028440-99999 ,PELLO CENTRE                    ,66.767,23.967,85.9,01/01/1973,01/02/2023
028450-99999 ,ROVANIEMI                       ,66.565,25.83,196.6,01/01/1973,01/02/2023
028480-99999 ,SALLA                           ,66.817,28.667,223,01/01/1973,31/12/1997
028490-99999 ,SALLA KK MYLLYTIE               ,66.833,28.667,221.7,01/06/2001,01/02/2023
028620-99999 ,KEMI AJOS                       ,65.667,24.517,3.1,31/08/2004,01/02/2023
028630-99999 ,KEMI I LIGHTHOUSE               ,65.383,24.1,19,13/02/2004,01/02/2023
028640-99999 ,KEMI TORNIO                     ,65.782,24.599,18.6,01/01/1952,01/02/2023
028670-99999 ,PUDASJARVI                      ,65.367,27.017,117,01/01/1973,29/12/1997
028690-99999 ,KUUSAMO                         ,65.988,29.239,264,01/01/1909,01/02/2023
028720-99999 ,RAAHE LAPALUOTO HARBOUR         ,64.667,24.4,2,16/01/2008,01/02/2023
028730-99999 ,HAILUOTO MARJANIEMI             ,65.033,24.567,7.3,03/08/2004,01/02/2023
028740-99999 ,HAILUOTO ISLAND                 ,65.033,24.8,6,01/01/1973,01/02/2023
028750-99999 ,OULU                            ,64.93,25.355,14.3,01/01/1906,01/02/2023
028790-99999 ,SUOMUSSALMI                     ,64.9,29.017,224,01/01/1973,31/12/1997
028890-99999 ,SUOMUSSALMI PESIO               ,64.933,28.75,225.2,19/09/2001,01/02/2023
028970-99999 ,KAJAANI                         ,64.285,27.692,147.2,01/01/1916,01/02/2023
029010-99999 ,MASSKAR                         ,63.733,22.583,13,01/01/1973,05/06/1997
029030-99999 ,KRUUNUPYY                       ,63.721,23.143,25.3,01/11/1960,01/02/2023
029050-99999 ,NIVALA                          ,63.917,24.967,81,01/01/1973,31/12/1997
029070-99999 ,KALAJOKI ULKOKALLA              ,64.333,23.45,5,01/01/1901,01/02/2023
029100-99999 ,MUSTASAARI VALASSAARET          ,63.433,21.067,11,01/01/1973,01/02/2023
029110-99999 ,VAASA                           ,63.051,21.762,5.8,01/01/1917,01/02/2023
029130-99999 ,KAUHAVA                         ,63.127,23.051,46,01/01/1973,01/02/2023
029150-99999 ,VIITASAARI                      ,63.083,25.867,132,01/01/1973,01/02/2023
029170-99999 ,KUOPIO                          ,63.007,27.798,98.5,01/01/1906,01/02/2023
029190-99999 ,LAPPEENRANTA HIEKKAPAKKA        ,61.2,28.467,77,01/01/1973,01/02/2023
029200-99999 ,PIETARSAARI KALLAN              ,63.75,22.517,19.2,03/08/2004,01/02/2023
029210-99999 ,MOIKIPAA                        ,62.883,21.1,13,01/03/1974,31/03/2005
029240-99999 ,AHTARI MYLLYMAKI                ,62.533,24.217,159.7,01/01/1973,01/02/2023
029245-99999 ,SEINAJOKI                       ,62.692,22.832,91.7,14/01/1999,01/02/2023
029290-99999 ,JOENSUU                         ,62.663,29.608,121.3,01/01/1952,01/02/2023
029350-99999 ,JYVASKYLA                       ,62.399,25.678,139.9,01/01/1917,01/02/2023
029390-99999 ,ILOMANTSI MEKRIJARVI            ,62.767,30.983,156.5,30/03/2003,01/02/2023
029420-99999 ,KANKAANPAA NIINISALO PUOLVOIM   ,61.833,22.467,124.8,01/01/1952,01/02/2023
029430-99999 ,TAMPERE SIILINKARI              ,61.517,23.75,98,01/01/1973,01/02/2023
029440-99999 ,TAMPERE PIRKKALA                ,61.414,23.604,118.9,01/01/1906,01/02/2023
029450-99999 ,HALLI                           ,61.856,24.787,146,01/01/1973,01/02/2023
029470-99999 ,MIKKELI                         ,61.687,27.202,100.3,01/01/1973,01/02/2023
029480-99999 ,SAVONLINNA                      ,61.943,28.945,94.8,13/08/1984,01/02/2023
029490-99999 ,SOMERO SALKOLA                  ,60.65,23.8,143,01/01/1973,01/02/2023
029520-99999 ,PORI                            ,61.462,21.8,13.4,01/01/1952,01/02/2023
029580-99999 ,LAPPEENRANTA                    ,61.045,28.144,106.4,01/01/1973,01/02/2023
029610-99999 ,KUUSKAJASKARI                   ,61.133,21.367,10,01/01/1973,31/12/1997
029630-99999 ,JOKIOINEN                       ,60.817,23.5,103,02/04/1957,01/02/2023
029640-99999 ,KUSTAVI ISOKARI                 ,60.717,21.033,3.9,03/08/2004,01/02/2023
029650-99999 ,LAHTI LAUNE                     ,60.967,25.633,78.7,01/01/1973,31/12/1997
029660-99999 ,UTTI                            ,60.896,26.938,103.3,01/01/1973,01/02/2023
029670-99999 ,KOTKA HAAPASAARI                ,60.283,27.183,5.5,03/08/2004,01/02/2023
029700-99999 ,MARIEHAMN                       ,60.122,19.898,5.2,01/01/1917,01/02/2023
029720-99999 ,TURKU                           ,60.514,22.263,49.1,01/01/1901,01/02/2023
029730-99999 ,SUOMUSJARVI                     ,60.4,23.767,86,01/01/1973,31/12/1997
029740-99999 ,HELSINKI VANTAA                 ,60.317,24.963,54.6,01/01/1952,01/02/2023
029750-99999 ,HELSINKI MALMI                  ,60.255,25.043,17.4,01/01/1917,06/03/2017
029760-99999 ,KOTKA RANKKI                    ,60.383,26.967,13.1,01/01/1952,01/02/2023
029790-99999 ,KOKAR BOGSKAR                   ,59.5,20.35,16,03/08/2004,01/02/2023
029800-99999 ,LEMLAND NYHAMN                  ,59.967,19.95,10,01/01/1973,01/02/2023
029810-99999 ,PARAINEN UTO                    ,59.783,21.367,6.8,01/01/1901,01/02/2023
029820-99999 ,HANKO RUSSARO                   ,59.767,22.95,6.5,01/01/1906,01/02/2023
029840-99999 ,INKOO BAGASKAR                  ,59.933,24.017,12,01/01/1973,01/02/2023
029870-99999 ,PORVOO KALLBADAGRUND            ,59.983,25.6,23.3,01/10/1982,01/02/2023
029910-99999 ,PORVOO EMASALO                  ,60.2,25.633,27.1,03/08/2004,01/02/2023
029920-99999 ,LOVIISA ORRENGRUND              ,60.283,26.45,3.5,03/08/2004,01/02/2023
029930-99999 ,HAMMARLAND MARKET               ,60.3,19.133,15.1,13/02/2004,01/02/2023
030020-99999 ,BALTASOUND NO.2                 ,60.75,-0.85,15,01/01/1973,01/02/2023
030030-99999 ,SUMBURGH                        ,59.879,-1.296,6.1,19/01/1977,01/02/2023
030050-99999 ,LERWICK                         ,60.133,-1.183,84,01/10/1929,01/02/2023
030060-99999 ,SELLA NESS                      ,60.45,-1.267,7,01/05/1981,31/12/1997
030064-99999 ,SCATSTA                         ,60.433,-1.296,24.7,15/10/1981,01/07/2020
030070-99999 ,MUCKLE HOLM                     ,60.583,-1.267,20,24/11/1981,31/12/1997
030080-99999 ,FAIR ISLE                       ,59.533,-1.633,57,03/01/1973,01/02/2023
030090-99999 ,NORTH RONALDSAY ISL             ,59.367,-2.417,11,03/10/1978,31/12/1997
030100-99999 ,SULE SKERRY                     ,59.083,-4.4,12,01/01/1973,29/12/1997
030170-99999 ,KIRKWALL                        ,58.958,-2.905,15.5,01/01/1973,01/02/2023
030220-99999 ,BENBECULA                       ,57.481,-7.363,5.8,01/01/1973,01/02/2023
030230-99999 ,SOUTH UIST RANGE                ,57.333,-7.367,4,01/03/1992,01/02/2023
030260-99999 ,STORNOWAY                       ,58.216,-6.331,7.9,01/10/1929,01/02/2023
030290-99999 ,ARDNAMURCHAN(LGT-H)             ,56.733,-6.217,12,01/01/1973,27/10/2002
030310-99999 ,LOCH GLASCARNOCH                ,57.717,-4.883,264,22/10/1992,01/02/2023
030340-99999 ,AULTBEA NO2                     ,57.867,-5.633,10,01/10/1986,01/02/2023
030370-99999 ,SKYE/LUSA                       ,57.25,-5.8,18,01/03/1998,02/05/2017
030390-99999 ,BEALACH NA BA NO2               ,57.417,-5.683,773,01/03/1989,01/02/2023
030410-99999 ,AONACH MOR                      ,56.817,-4.967,1130,02/03/1992,01/02/2023
030440-99999 ,ALTNAHARRA NO2                  ,58.283,-4.433,80,02/03/1993,01/02/2023
030470-99999 ,TULLOCH BRIDGE                  ,56.867,-4.7,249,05/08/1983,01/02/2023
030490-99999 ,CAPE WRATH (LGT-H)              ,58.633,-5,112,01/01/1973,06/10/1997
030570-99999 ,FOYERS                          ,57.267,-4.483,21,03/04/1982,31/12/1997
030590-99999 ,INVERNESS                       ,57.543,-4.048,9.4,02/01/1973,01/02/2023
030620-99999 ,TAIN RANGE (SAWS)               ,57.817,-3.967,4,19/10/1989,01/02/2023
030630-99999 ,AVIEMORE                        ,57.2,-3.833,228,01/12/1982,01/02/2023
030650-99999 ,CAIRNGORM SUMMIT                ,57.117,-3.633,1245,06/01/1985,01/02/2023
030660-99999 ,KINLOSS                         ,57.649,-3.561,6.7,01/01/1973,01/02/2023
030680-99999 ,LOSSIEMOUTH                     ,57.705,-3.339,12.8,03/01/1973,01/02/2023
030700-99999 ,GLENLIVET                       ,57.35,-3.35,213,01/01/1973,31/12/1997
030720-99999 ,CAIRNWELL                       ,56.883,-3.417,933,01/12/1997,01/02/2023
030750-99999 ,WICK                            ,58.459,-3.093,38.4,01/10/1929,01/02/2023
030800-99999 ,ABOYNE NO2                      ,57.083,-2.833,140,12/04/1989,01/02/2023
030880-99999 ,INVERBERVIE NO.2                ,56.85,-2.267,134,02/12/1987,01/02/2023
030910-99999 ,DYCE                            ,57.202,-2.198,65.5,02/06/1926,01/02/2023
030920-99999 ,PETERHEAD HARBOUR               ,57.5,-1.767,15,01/11/1978,21/11/2021
031000-99999 ,TIREE                           ,56.499,-6.869,11.6,01/10/1929,01/02/2023
031050-99999 ,ISLAY: PORT ELLEN               ,55.683,-6.25,17,29/07/2001,17/01/2023
031110-99999 ,MACHRIHANISH                    ,55.433,-5.7,10,01/01/1973,01/02/2023
031140-99999 ,OBAN                            ,56.417,-5.467,4,02/09/1978,01/02/2023
031180-99999 ,CORSEWALL PT. (LH)              ,55,-5.15,15,01/01/1973,31/07/2005
031310-99999 ,MULL OF GALLOWAY LH             ,54.633,-4.85,78,01/01/1973,28/08/2005
031320-99999 ,WEST FREUGH (AUT)               ,54.85,-4.95,12,04/08/1983,01/02/2023
031340-99999 ,GLASGOW BISHOPTON               ,55.9,-4.533,59,30/03/2003,01/02/2023
031350-99999 ,PRESTWICK                       ,55.509,-4.587,19.8,01/01/1944,01/02/2023
031394-99999 ,CAMPBELTOWN                     ,55.437,-5.686,12.8,18/01/1999,01/02/2023
031400-99999 ,GLASGOW                         ,55.872,-4.433,7.9,01/10/1929,01/02/2023
031440-99999 ,STRATHALLEN AIRFIELD            ,56.317,-3.733,35,02/05/1989,01/02/2023
031480-99999 ,GLEN OGLE                       ,56.417,-4.317,564,01/11/1996,10/02/2022
031520-99999 ,SALSBURGH                       ,55.861,-3.875,277,01/01/1973,24/10/2022
031530-99999 ,DUNDRENNAN                      ,54.8,-4,113,04/08/1983,01/02/2023
031540-99999 ,DUMFRIES/DRUNGANS               ,55.05,-3.65,16,01/01/1973,31/12/1997
031550-99999 ,DRUMALBIN                       ,55.617,-3.733,245,02/05/1991,01/02/2023
031580-99999 ,CHARTERHALL                     ,55.7,-2.383,111,02/10/1987,01/02/2023
031600-99999 ,EDINBURGH                       ,55.95,-3.373,41.1,01/01/1973,01/02/2023
031610-99999 ,EDDLESTON                       ,55.7,-3.217,195,08/01/1973,16/03/2006
031620-99999 ,ESKDALEMUIR                     ,55.317,-3.2,242,01/10/1929,01/02/2023
031634-99999 ,DUNDEE                          ,56.452,-3.026,5.2,04/04/1983,01/02/2023
031650-99999 ,SPADEADAM                       ,55.05,-2.55,325,11/09/1992,01/02/2023
031710-99999 ,LEUCHARS                        ,56.373,-2.868,11.6,01/10/1929,01/02/2023
031740-99999 ,FIFE NESS                       ,56.3,-2.583,12,01/05/1978,31/12/1997
031850-99999 ,ST. ABB'S HEAD (LH)             ,55.917,-2.133,75,01/07/1937,27/01/1992
032040-99999 ,ISLE OF MAN                     ,54.083,-4.624,16.8,01/01/1973,01/02/2023
032080-99999 ,POINT OF AYRE (LH)              ,54.417,-4.367,9,30/06/1935,31/12/1997
032100-99999 ,ST BEES HEAD NO.2               ,54.517,-3.6,123,14/06/1984,01/02/2023
032120-99999 ,KESWICK                         ,54.617,-3.167,81,14/06/1984,01/02/2023
032130-99999 ,ESKMEALS                        ,54.317,-3.4,9,02/01/1973,26/12/1997
032140-99999 ,WALNEY ISLAND                   ,54.131,-3.264,14.3,04/08/1983,01/02/2023
032150-99999 ,ASPATRIA                        ,54.767,-3.317,62,08/11/1977,31/12/1997
032200-99999 ,CARLISLE                        ,54.933,-2.967,27,01/06/1988,01/02/2023
032220-99999 ,CARLISLE                        ,54.938,-2.809,57.9,01/01/1973,27/03/2020
032240-99999 ,SPADEADAM NO2                   ,55.05,-2.55,286,01/12/1992,01/02/2023
032250-99999 ,SHAP                            ,54.5,-2.683,255,01/11/1978,01/02/2023
032260-99999 ,WARCOP RANGE                    ,54.567,-2.417,227,08/08/1983,01/02/2023
